AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A670569,,1/17/14 17:47,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A686209,Angel,9/17/14 16:47,1,,Cat,Female,13,Domestic Shorthair Mix,Blue Tabby
A718058,Trixie,12/27/15 18:57,1,,Dog,Female,7,Doberman Pinsch Mix,Black/Tan
A710324,Lilac,10/20/15 9:36,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby/White
A718749,Sebastian,1/10/16 17:05,1,,Dog,Male,<1,Labrador Retriever/Great Pyrenees,Black/White
A710185,Django,8/26/15 18:57,1,,Dog,Male,<1,Australian Cattle Dog Mix,Blue Merle
A694472,Thing 3,3/26/15 7:36,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A694152,Prancer,2/3/15 13:03,1,Foster,Cat,Female,<1,Domestic Longhair,Blue
A688211,Pee Wee,11/4/14 8:30,1,Foster,Dog,Male,3,Chihuahua Shorthair/Toy Fox Terrier,Red
A713954,Baby,10/15/15 17:20,0,Behavior,Dog,Female,2,American Bulldog Mix,Yellow Brindle/White
A674237,Strider,6/14/14 14:21,1,,Dog,Male,2,Labrador Retriever/German Shepherd,Black
A677748,,5/4/14 18:24,1,,Dog,Female,1,Chihuahua Shorthair Mix,Red/White
A691721,Dozer,1/27/15 12:20,1,Foster,Dog,Female,<1,Pit Bull Mix,Blue Tiger/White
A710438,,8/27/15 18:01,1,,Dog,Female,1,Boxer Mix,Tan/White
A677624,Claire,6/21/14 14:51,1,,Cat,Female,<1,Domestic Shorthair Mix,Black
A699009,,4/12/15 18:34,1,Foster,Cat,Female,<1,Domestic Medium Hair Mix,Tortie
A699813,Mcgruff,10/14/15 12:51,1,Foster,Dog,Male,13,Rhod Ridgeback Mix,Sable
A711324,,11/27/15 16:54,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue
A711824,Bindi,11/28/15 13:09,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A390222,Holly,12/15/13 17:10,1,,Dog,Female,9,Jack Russell Terrier,White/Tan
A704987,Davey,6/22/15 16:09,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A715368,Viola,1/28/16 17:54,1,,Cat,Female,2,Domestic Shorthair Mix,Tortie
A702225,Edmund,7/1/15 12:07,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A666954,Rufus,12/7/13 16:47,1,,Dog,Male,1,Pharaoh Hound Mix,Brown
A699754,,4/6/15 17:51,1,,Dog,Male,3,Chihuahua Shorthair Mix,White/Chocolate
A714730,Ernest,11/20/15 14:15,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A680776,Milo,6/15/14 17:56,1,,Dog,Male,3,Carolina Dog Mix,Tan/Black
A706384,,7/2/15 18:02,1,,Cat,Female,<1,Siamese Mix,Lynx Point
A695762,Murphy,3/15/15 15:17,1,,Dog,Male,3,Beagle/Pointer,White/Red
A661838,Roscoe,12/13/13 15:54,1,,Dog,Male,1,Labrador Retriever Mix,Black/White
A699364,Sassafras,7/27/15 12:39,1,,Cat,Female,2,Domestic Shorthair Mix,Blue Cream
A703385,Mr. Roper,6/23/15 7:42,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A695210,Ninja,1/15/15 16:49,1,,Dog,Male,<1,Labrador Retriever Mix,Black/White
A666940,Jake,11/16/13 16:17,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A674736,Barbara,5/27/14 8:27,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby
A679939,Tom,5/28/14 18:15,0,Suffering,Cat,Male,2,Domestic Shorthair Mix,Orange Tabby
A654358,Chica,2/22/14 19:04,1,,Dog,Female,7,Chihuahua Shorthair Mix,Tan/White
A661259,Katie,10/12/13 15:17,1,,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby
A673780,Honey,3/15/14 17:03,1,,Dog,Female,2,Labrador Retriever/Beagle,Tan
A700096,Jax,4/18/15 18:12,1,,Dog,Male,1,Chihuahua Shorthair Mix,Chocolate/Tan
A656708,Peter,11/24/15 12:56,1,Foster,Cat,Male,18,Domestic Shorthair,Orange Tabby
A676658,,4/17/14 17:44,1,,Cat,Female,2,Siamese Mix,Lynx Point
A720042,Han Solo,2/7/16 12:36,1,,Dog,Male,5,Chihuahua Shorthair Mix,Tan/White
A675058,Lucky,3/28/14 17:33,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue
A717797,Kayla,12/16/15 15:43,1,,Dog,Female,2,Labrador Retriever Mix,Black/White
A661614,Biscuit,12/27/13 14:28,1,Foster,Dog,Female,<1,Chihuahua Shorthair Mix,White
A699491,Oso,4/8/15 14:38,1,,Dog,Male,2,Soft Coated Wheaten Terrier Mix,White
A710282,Biscuit,8/24/15 18:34,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A687139,Eliza,10/13/14 17:05,1,,Cat,Female,<1,Domestic Shorthair Mix,Calico
A680743,Ferris,9/1/14 18:42,1,,Cat,Male,3,Domestic Shorthair Mix,Brown Tabby
A719545,Aaron Elvis,1/25/16 15:33,1,,Cat,Male,<1,Domestic Medium Hair Mix,Black
A707764,Cricket,7/19/15 14:40,1,,Cat,Female,<1,Domestic Shorthair Mix,Cream Tabby
A677235,Eddie,5/7/14 9:31,1,Foster,Dog,Male,5,Dachshund Mix,Black/Tan
A710385,Remy,9/6/15 14:55,1,,Dog,Male,5,Australian Cattle Dog Mix,Red Merle
A702440,Cornflake,6/23/15 8:16,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Blue/White
A685950,Jojo,10/11/14 18:44,1,,Dog,Male,<1,Labrador Retriever Mix,Tan
A697621,Todd,3/18/15 14:46,1,,Dog,Male,1,Australian Kelpie Mix,Red/White
A671350,Isis,2/3/14 15:40,1,,Dog,Female,2,Pit Bull Mix,Tan/White
A675669,,4/6/14 12:37,1,,Dog,Female,1,Queensland Heeler Mix,Blue Merle/Tan
A685779,,8/12/14 15:13,0,Suffering,Cat,Unknown,<1,Siamese/Domestic Shorthair,Seal Point
A669416,Espana,12/27/13 15:31,0,Aggressive,Dog,Female,1,Canaan Dog/Pit Bull,Tan/White
A696524,Bertrand,12/14/15 18:10,1,Foster,Dog,Male,1,Beauceron Mix,Black/Brown
A695626,Nelly,2/7/15 16:21,1,,Dog,Female,8,Labrador Retriever Mix,Black
A702649,Echo,7/11/15 15:10,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue
A704947,Pete,8/10/15 13:10,1,,Cat,Male,<1,Domestic Medium Hair Mix,Black/White
A700574,Jersey,2/16/16 13:06,1,,Dog,Male,1,Australian Cattle Dog Mix,Red Merle/White
A691075,Sasha,11/2/14 18:46,1,,Dog,Female,2,Miniature Poodle Mix,Gray
A701659,,5/2/15 18:33,0,Suffering,Cat,Female,<1,Domestic Shorthair Mix,Black
A705413,,6/21/15 11:20,0,Suffering,Cat,Male,3,Domestic Shorthair Mix,Black
A682217,Bosley,8/16/14 12:15,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A673106,Ronnie,3/6/14 17:17,1,,Dog,Male,1,Yorkshire Terrier Mix,Tan/Black
A711118,Dawson,9/7/15 18:18,1,,Dog,Male,<1,Black Mouth Cur/Catahoula,Fawn/Black
A708341,,8/1/15 9:39,0,Suffering,Cat,Unknown,<1,Domestic Shorthair Mix,White/Black
A685825,Ace Regalado,9/5/14 18:45,1,,Dog,Male,<1,Labrador Retriever Mix,Black/White
A663827,,10/1/13 17:02,1,,Dog,Male,<1,Labrador Retriever Mix,Brown
A664716,Harvey,10/30/13 15:27,0,Medical,Dog,Male,3,Rottweiler Mix,Black/Brown
A706722,Hank,7/20/15 18:48,1,,Cat,Male,<1,Domestic Longhair Mix,Brown Tabby/White
A695883,,2/5/15 18:31,0,Aggressive,Dog,Male,5,German Shepherd Mix,Brown/Black
A708520,Estelle,8/3/15 13:23,1,,Dog,Female,6,Chihuahua Shorthair,Tan
A666272,,10/29/13 18:56,0,Suffering,Dog,Female,<1,Chihuahua Longhair Mix,Brown
A684922,Ellie,8/7/14 13:36,1,,Dog,Female,<1,Irish Terrier/Labrador Retriever,Brown/White
A664844,Watson,10/20/13 18:09,1,,Dog,Male,<1,Pit Bull Mix,White/Tan
A702253,,5/23/15 17:15,1,,Dog,Male,2,Queensland Heeler Mix,Brown
A696381,Tiger,6/27/15 15:27,0,Aggressive,Dog,Male,5,Pit Bull Mix,Tan/Brown Brindle
A719185,Betty,2/15/16 14:39,1,,Dog,Female,1,Pointer Mix,White/Black
A715514,,12/12/15 15:04,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A663438,Bonny,6/14/14 16:40,1,,Dog,Female,7,Labrador Retriever Mix,Sable
A683785,Rick,8/9/14 12:32,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A673658,,3/3/14 16:53,1,,Dog,Female,<1,Australian Shepherd Mix,Black/White
A688146,John Boy,12/9/14 18:50,1,,Dog,Male,2,Catahoula/Chinese Sharpei,White/Brown
A698701,,3/20/15 13:59,1,,Dog,Female,1,Whippet/Jack Russell Terrier,White/Brown
A685729,,8/12/14 10:33,0,Suffering,Cat,Male,15,Domestic Medium Hair Mix,Blue
A707343,Martin,7/18/15 16:40,1,,Cat,Male,<1,Domestic Longhair Mix,Black Smoke
A648872,Beckham,5/5/14 17:36,1,,Dog,Male,2,Bullmastiff Mix,Black/White
A686717,Shadow,9/7/14 17:40,1,,Dog,Male,<1,Labrador Retriever Mix,Black
A706549,,7/18/15 20:39,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A685484,,8/17/14 12:29,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A700991,Xbox,7/24/15 18:39,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A670064,,1/3/14 16:33,0,In Kennel,Dog,Female,<1,Pit Bull/Pit Bull,Red
A672576,,2/16/14 17:18,1,,Dog,Male,2,German Shepherd,Brown/Red
A678521,Leo,7/12/14 19:57,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A692967,Hannah,12/27/14 18:40,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A700376,Luna,5/9/15 19:05,1,,Dog,Female,1,German Shepherd Mix,Black
A673232,King,12/29/14 7:12,1,,Dog,Male,1,German Shepherd Mix,Black/Tan
A715177,Gilbert,12/12/15 17:44,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A704698,,6/12/15 17:27,1,,Dog,Male,<1,German Shepherd Mix,Black/Tan
A681542,,8/28/14 17:29,1,Foster,Cat,Female,<1,Siamese Mix,Lynx Point
A647210,Tank,7/20/14 12:06,0,Medical,Dog,Male,3,Pit Bull Mix,Brown Brindle/White
A661036,Dove,10/5/13 17:10,1,,Cat,Female,<1,Domestic Medium Hair Mix,Brown Tabby
A716033,Leonardo,11/21/15 19:44,1,,Cat,Male,<1,Javanese Mix,Flame Point
A718520,Martinet,1/19/16 11:58,1,,Dog,Male,3,Lhasa Apso/Miniature Poodle,Black
A690415,Bernard,12/26/14 13:37,1,Foster,Cat,Male,<1,Snowshoe Mix,Seal Point
A676076,Johnny Cash,5/28/14 13:56,1,,Cat,Male,4,Domestic Shorthair Mix,Black/White
A697479,,2/24/15 14:56,0,Suffering,Cat,Male,1,Domestic Shorthair Mix,Black
A715213,,11/4/15 18:00,1,,Dog,Male,<1,Cocker Spaniel/Labrador Retriever,Brown/White
A673328,Harper,2/26/14 17:02,1,,Dog,Female,<1,Carolina Dog Mix,Tan
A712452,Lucy Lou,11/14/15 18:16,1,Foster,Dog,Female,5,Chihuahua Shorthair/Dachshund,Red/White
A708235,,9/1/15 17:47,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby
A718258,Milo,1/23/16 16:09,1,,Cat,Male,8,Domestic Shorthair Mix,Orange Tabby
A669782,Jake,3/24/15 16:44,1,,Dog,Male,2,Labrador Retriever/Great Pyrenees,Yellow
A686293,Cali,8/29/14 17:44,0,Aggressive,Dog,Female,3,Pit Bull Mix,Black/White
A690865,,10/31/14 17:13,1,,Dog,Female,<1,Pit Bull Mix,Blue/White
A706630,Patches,8/1/15 18:36,1,,Cat,Male,1,Domestic Shorthair Mix,Brown Tabby
A687435,Henry,10/18/14 16:28,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black
A681390,,6/19/14 19:17,1,,Dog,Male,<1,Wire Hair Fox Terrier Mix,White/Tan
A679948,Lulu,7/13/14 19:19,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A720172,Sammi,2/15/16 17:43,1,,Dog,Female,<1,Treeing Tennesse Brindle,Brown Brindle/White
A702280,Ace,5/15/15 17:44,1,,Dog,Male,<1,Labrador Retriever Mix,Black/White
A665590,Marvin,9/10/15 17:24,1,,Cat,Male,2,Domestic Shorthair Mix,Brown Tabby
A710383,Gemma,9/13/15 15:27,1,,Dog,Female,2,Rat Terrier Mix,White/Tan
A703179,,5/21/15 14:57,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A708518,Merce,9/18/15 13:43,1,,Cat,Male,2,Domestic Shorthair Mix,Orange Tabby
A687345,Buster,9/7/14 18:15,1,,Dog,Male,<1,Whippet Mix,White/Tan
A663966,,1/30/14 12:03,1,Foster,Dog,Female,<1,American Bulldog Mix,Brown/White
A716676,,11/29/15 18:44,1,,Dog,Female,2,Rat Terrier Mix,Tricolor
A673460,,4/4/14 9:01,1,Foster,Dog,Female,<1,Chihuahua Shorthair Mix,Chocolate/Tan
A666911,Bear,11/10/13 16:54,1,,Dog,Male,<1,Golden Retriever Mix,Gold
A715789,Socks,2/13/16 11:05,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A679787,Molly,7/1/14 12:15,1,,Cat,Female,<1,Domestic Longhair Mix,Torbie
A706957,,7/7/15 10:07,0,Suffering,Dog,Female,9,Shetland Sheepdog Mix,Brown
A665737,Milo,10/31/13 17:48,1,,Dog,Male,1,Dachshund Wirehair/Miniature Schnauzer,Black/Silver
A680793,Cocco,6/17/14 16:33,1,,Dog,Male,2,Chihuahua Shorthair Mix,Brown
A698556,Buddy,5/9/15 12:29,1,,Dog,Male,<1,Labrador Retriever/Boxer,Black/White
A689602,Copper,11/23/14 18:36,1,Foster,Dog,Male,<1,Miniature Pinscher/Chihuahua Shorthair,Tan/Brown
A715754,,11/18/15 12:27,1,Foster,Dog,Male,<1,Dachshund Mix,Black/Tan
A671081,Toodles,6/28/14 13:29,1,Foster,Dog,Female,2,Chihuahua Shorthair Mix,Black/White
A701366,Nunki,5/2/15 18:40,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A672598,Lola,2/21/14 18:47,1,,Dog,Female,<1,Vizsla/Golden Retriever,Red/Black
A673779,Ron,3/13/14 13:15,1,,Dog,Male,1,Anatol Shepherd Mix,Tan/Black
A685176,Forrest,8/27/14 17:38,0,Suffering,Dog,Male,<1,Redbone Hound Mix,Tan/White
A688625,Phoebe,11/3/14 16:23,1,,Cat,Female,<1,Domestic Shorthair Mix,Calico
A647854,Kona,12/23/13 12:00,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Tan
A715828,Zeus,11/27/15 16:31,1,,Dog,Male,5,Labrador Retriever Mix,Gold
A683587,Nubbins,7/12/14 15:11,0,Suffering,Cat,Male,8,Japanese Bobtail Mix,White/Blue
A675887,Lilly,4/6/14 13:20,1,,Cat,Female,5,Domestic Shorthair Mix,Blue/White
A670620,Willie,2/2/14 14:52,1,,Cat,Male,9,Domestic Shorthair Mix,Orange Tabby
A709258,Bull,12/4/15 12:42,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A667298,Sadie,11/30/13 15:46,1,,Dog,Female,2,Dachshund/Chihuahua Shorthair,Red
A671059,,1/17/14 17:50,0,Suffering,Cat,Female,<1,Domestic Medium Hair Mix,Brown Tabby
A716101,Mickey,11/21/15 17:23,1,,Dog,Male,1,Yorkshire Terrier/Chihuahua Longhair,White/Tan
A707195,Beans,7/14/15 12:31,1,,Dog,Male,5,Chihuahua Shorthair Mix,White/Brown
A679036,Turbo,5/20/14 17:00,1,,Dog,Male,<1,Chihuahua Shorthair/Dachshund,Brown Brindle/White
A678209,,6/8/14 12:20,0,In Foster,Cat,Male,<1,Domestic Shorthair Mix,Black
A665393,Maddie,11/1/13 14:21,0,Aggressive,Cat,Female,4,Domestic Medium Hair Mix,Blue Tabby/White
A666514,Orson,11/25/13 16:57,1,,Dog,Male,2,Chow Chow/Labrador Retriever,Brown
A710796,Missy,11/22/15 15:44,1,,Cat,Female,9,Domestic Shorthair Mix,Black/White
A676937,,4/17/14 12:35,0,Suffering,Cat,Female,<1,Domestic Shorthair Mix,Calico/White
A658199,Marley,10/18/13 9:52,0,Aggressive,Dog,Male,2,Pit Bull Mix,White/Brown Brindle
A705054,,6/12/15 15:14,0,Suffering,Cat,Unknown,1,Domestic Shorthair Mix,Blue/White
A669542,,12/23/13 19:11,1,,Dog,Male,<1,Cocker Spaniel Mix,Brown
A702279,Lulu,5/17/15 13:33,1,,Dog,Female,<1,Labrador Retriever Mix,Black/White
A682114,Cookie,7/26/14 15:47,1,,Cat,Female,1,Domestic Shorthair Mix,Black
A699662,Lana,4/7/15 15:00,1,,Dog,Female,<1,Pit Bull Mix,Brown/White
A710128,Garfield,9/21/15 18:26,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A701503,,5/26/15 17:43,1,,Cat,Male,<1,Domestic Medium Hair Mix,Brown Tabby/White
A711609,,9/9/15 15:17,0,Suffering,Cat,Unknown,2,Domestic Shorthair Mix,White/Gray
A710732,Tilly,9/12/15 13:07,1,,Dog,Female,10,Boxer/English Bulldog,Brown Brindle/White
A672483,Bones,8/26/14 15:05,1,,Dog,Male,1,Pit Bull Mix,Tan/White
A697613,,2/28/15 10:42,0,Suffering,Cat,Female,8,Domestic Longhair Mix,Tortie
A717573,Gizmo,12/16/15 16:47,1,,Dog,Male,5,Chihuahua Shorthair Mix,Yellow Brindle
A714551,Squish,1/19/16 17:21,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black
A706845,Big Red,8/30/15 11:22,1,Foster,Dog,Male,<1,Chihuahua Shorthair Mix,Sable/Black
A685214,Truffles,8/20/15 19:04,1,,Cat,Female,1,Domestic Medium Hair Mix,Calico
A699501,Dexter,4/1/15 18:01,1,,Dog,Male,2,Standard Poodle,Black
A712228,Saffron,11/25/15 7:47,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A694514,,1/3/15 11:20,1,,Dog,Male,1,Chihuahua Shorthair Mix,White/Black
A708784,Harriet,8/22/15 16:17,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A702022,,5/12/15 17:26,1,,Cat,Male,1,Domestic Shorthair Mix,Cream Tabby/White
A697978,Mira,3/8/15 17:16,1,,Dog,Female,1,Chihuahua Shorthair Mix,Black/White
A687513,,9/7/14 18:38,1,,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby
A664471,Bosco,3/2/15 16:52,1,,Dog,Male,2,American Bulldog Mix,White/Black
A712241,Charlotte,11/14/15 13:09,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Cream Tabby
A698473,Oreo,3/14/15 12:50,0,Suffering,Dog,Male,1,Chihuahua Shorthair Mix,Black/White
A688125,Olive,11/22/14 17:11,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A606330,Sunny,8/9/15 18:58,1,,Cat,Female,4,Domestic Shorthair Mix,Brown Tabby/White
A669000,Pop-Tart,2/16/14 19:22,1,Offsite,Dog,Female,2,Pit Bull/Boxer,Black/White
A704211,Sage,10/19/15 16:48,1,,Dog,Female,3,German Shepherd/Labrador Retriever,Buff
A693190,Jackson,12/8/14 17:40,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A711327,Sprinkles,9/9/15 17:01,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A689134,,10/5/14 17:38,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A679976,Mr. Pibb,6/29/14 16:55,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby/White
A676227,,4/7/14 11:00,0,Suffering,Cat,Male,12,Domestic Shorthair Mix,Cream Tabby
A675277,Stella,3/30/14 16:30,1,,Dog,Female,<1,Pit Bull Mix,Blue/White
A707182,Marty,7/20/15 13:37,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A678256,Chuy,5/23/14 16:26,1,,Dog,Male,<1,Manchester Terrier/Toy Fox Terrier,Black/White
A672182,Midnight,2/6/14 17:57,1,,Cat,Female,<1,Domestic Shorthair Mix,Black/White
A714646,Skylar,1/11/16 16:14,1,,Cat,Male,1,Siamese Mix,Lynx Point
A704955,Austin,7/3/15 18:46,1,,Dog,Male,4,Jack Russell Terrier Mix,White/Black
A695996,Butters,2/1/15 17:39,1,,Dog,Male,2,Chihuahua Longhair,Brown
A695675,Louie,1/29/15 13:44,1,,Dog,Male,<1,Dachshund/Chihuahua Shorthair,Chocolate/Tan
A705912,Delisa,6/29/15 18:45,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie
A689253,Spider Man,10/4/14 14:07,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A713354,,10/10/15 17:15,1,,Dog,Female,3,Pit Bull Mix,Blue/White
A709281,Erika,8/22/15 12:37,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A684661,Valentino,9/23/14 8:26,1,Foster,Cat,Male,<1,Domestic Medium Hair Mix,Blue Tabby/White
A647359,Brandy,12/2/13 14:21,1,,Dog,Female,<1,German Shepherd Mix,Brown
A700253,Jesse,5/3/15 18:16,1,,Dog,Female,5,Chihuahua Shorthair Mix,Brown Brindle
A716044,Renee,11/27/15 16:54,1,,Cat,Female,<1,Domestic Shorthair Mix,White/Brown Tabby
A664119,Skipper,1/10/14 17:04,1,Foster,Dog,Female,<1,Australian Cattle Dog Mix,Blue Tick/White
A695104,Charlie,1/19/15 16:22,1,,Dog,Male,<1,Chihuahua Shorthair/Italian Greyhound,Black/Tan
A664795,Zilla,10/13/13 13:24,1,,Dog,Male,<1,Yorkshire Terrier/Miniature Schnauzer,Gray/Tan
A704522,,6/11/15 8:21,0,In Kennel,Cat,Male,7,Domestic Shorthair Mix,Cream
A681095,Bear,3/21/15 18:15,1,,Dog,Male,2,Australian Shepherd/Border Collie,Brown/White
A686454,Louie,8/26/14 11:59,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Tan
A686595,Petunia,9/7/14 13:37,1,,Dog,Female,2,Labrador Retriever Mix,Tan/White
A678095,Teagan,5/7/14 18:17,1,,Cat,Male,<1,Domestic Medium Hair Mix,Brown Tabby
A716008,Kanene,12/6/15 15:14,1,,Cat,Female,<1,Domestic Shorthair Mix,White/Brown Tabby
A712407,Ginger,10/17/15 18:27,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A665472,Samson,10/22/13 18:11,1,,Cat,Male,<1,Domestic Longhair Mix,Black Smoke
A685563,Captain,8/12/14 17:56,1,,Dog,Male,<1,Catahoula/Pointer,Brown Merle
A694251,,1/3/15 15:22,0,Behavior,Dog,Female,2,Pit Bull Mix,White/Black
A665191,Ginger,12/21/13 16:40,1,,Dog,Female,<1,Labrador Retriever,Black
A695966,,2/25/15 17:57,1,Foster,Dog,Female,<1,Dachshund Mix,Tricolor
A694932,Tom,1/13/15 19:01,1,,Cat,Male,1,Domestic Shorthair Mix,White/Black
A658510,Katrina,12/20/13 18:31,1,,Dog,Female,3,Great Pyrenees/German Shepherd,White/Cream
A715865,Polly,11/21/15 13:03,1,,Dog,Female,3,Chihuahua Shorthair/Dachshund,Black/White
A677844,Astro,7/13/14 11:37,0,Suffering,Dog,Male,2,Dachshund/Chihuahua Shorthair,Red/White
A689176,Niko,10/5/14 18:03,1,,Dog,Male,<1,Labrador Retriever Mix,Black
A694919,,1/6/15 17:50,0,Suffering,Dog,Male,10,Chihuahua Shorthair Mix,Tan
A679037,Haddie,6/1/14 11:12,1,,Dog,Female,2,Chihuahua Shorthair/Dachshund,Tricolor
A678054,Buster,5/26/14 11:54,1,,Dog,Male,1,Staffordshire Mix,White/Tan
A704030,Tom Collins,7/1/15 17:40,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A682512,Luke,7/13/14 15:18,1,,Dog,Male,<1,Pointer Mix,White/Brown Brindle
A712380,Rob,10/9/15 15:52,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A668925,Sascha,1/3/14 17:16,1,,Dog,Female,2,German Shepherd Mix,Sable/Black
A667600,Junebug,1/10/14 14:14,1,,Dog,Female,<1,Australian Kelpie Mix,Black
A662200,Jackson,11/2/13 18:49,1,Foster,Dog,Male,<1,Basset Hound Mix,Blue Merle/Brown
A709083,Smokie,8/14/15 17:21,1,,Cat,Male,<1,Domestic Shorthair,Black Smoke
A701584,Sally,6/3/15 11:50,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby
A671433,Felicity,3/8/14 17:42,1,Foster,Dog,Female,<1,Chihuahua Shorthair Mix,Tricolor
A685397,,8/20/14 10:41,1,Foster,Dog,Male,<1,Beagle Mix,Tricolor
A674880,Lola,3/23/14 18:20,1,,Dog,Female,<1,Miniature Poodle/Miniature Schnauzer,Chocolate
A717623,Tawanee,12/20/15 17:57,1,,Dog,Female,2,Labrador Retriever Mix,Yellow
A703350,Luke,5/27/15 12:58,1,,Dog,Male,1,Labrador Retriever Mix,Black
A694348,Olivia,12/28/14 18:01,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie/White
A681782,E.J Legend,6/26/14 13:26,1,,Cat,Male,<1,Domestic Shorthair Mix,Silver Tabby/White
A710390,Bilbo,8/30/15 12:57,1,,Cat,Male,<1,Domestic Shorthair Mix,Black Smoke
A690820,Honey,11/4/14 14:55,0,Aggressive,Dog,Female,5,Pit Bull Mix,Red
A618639,Daisy,7/24/14 18:10,1,,Dog,Female,2,Miniature Poodle Mix,White/Apricot
A716646,,11/28/15 0:00,1,,Dog,Male,<1,Carolina Dog Mix,Sable
A603830,Trooper,12/24/13 15:54,1,,Dog,Male,4,Labrador Retriever Mix,Black/White
A705421,Aladin,7/29/15 18:06,1,,Dog,Male,<1,German Shepherd/Labrador Retriever,Tricolor
A715870,,11/17/15 16:45,1,,Dog,Male,<1,Labrador Retriever Mix,White/Tan
A691206,,11/5/14 18:22,1,,Dog,Male,<1,Dachshund Longhair,Tan/White
A690116,,10/19/14 18:36,1,,Dog,Female,<1,Queensland Heeler Mix,Red Tick
A665471,Ernie,12/14/13 8:27,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,White/Blue
A676007,Maggie,11/8/14 14:46,1,,Cat,Female,12,Domestic Shorthair Mix,Tortie
A689091,Reese,10/8/14 16:50,1,,Dog,Female,<1,Pit Bull/Labrador Retriever,Black
A708640,,8/2/15 18:18,1,,Dog,Male,1,Labrador Retriever Mix,Black/White
A684480,Rory,8/14/14 12:04,1,,Cat,Male,<1,Domestic Shorthair Mix,Cream Tabby/White
A693322,Lola,12/7/14 16:25,1,,Dog,Female,4,Basset Hound,Tricolor
A697421,Skywalker,2/27/15 19:00,1,,Dog,Male,<1,Labrador Retriever/Greyhound,Tan/White
A681991,Jessie,7/26/14 12:30,1,,Dog,Female,10,Rat Terrier,Tricolor
A714484,Chaucer,12/30/15 9:33,0,Medical,Dog,Male,10,English Springer Spaniel/Beagle,Black/White
A708854,Fall,11/8/15 16:41,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby/White
